청구일,종목명,상태,자본금(백만),매출액(백만),당기순이익(백만),주간사,주업종,수요예측일,희망공모가(원),확정공모가,공모금액(백만),예측일,공모희망가(원),공모가(원),공모금액(백만원),기관경쟁률,의무보유확약,공모주일정,희망공모가,청약경쟁률,분석,신규상장일,현재가(원),전일비(%),공모가대비등락률(%),시초가(원),시초/공모(%),첫날종가(원),
2011/04/22,대한과학,상장,"2,062","27,864","2,630",대우증권,기계장비 및 관련용품 도매업,2011.09.22~09.23,"2,400~3,200","3,000","3,360",2011.09.22,"2,400~3,200","3,000","3,360",,-,2011.09.29~09.30,"2,400~3,200",414:1,,2011/10/11,-,%,%,"5,010",67%,"5,760",
2011/04/21,동아팜텍,상장,"3,025","24,379","16,438",우리투자증권,의약품 도매업,2012.01.05~01.06,"20,000~24,000","24,000","54,408",2012.01.05,"20,000~24,000","24,000","54,408",,-,2012.01.10~01.11,"20,000~24,000",543:1,,2012/01/20,-,%,%,"35,000",45.83%,"29,750",
2011/04/20,티브이로직,상장,"2,100","17,294","5,244",한국투자증권,통신기기 및 방송장비 제조업,2011.11.15~11.16,"10,000~11,200","12,000","10,500",2011.11.15,"10,000~11,200","12,000","10,500",,-,2011.11.22~11.23,"10,000~11,200",652.7:1,,2011/12/01,-,%,%,"10,850",-9.58%,"1,530",
2011/04/19,피앤이솔루션,상장,"2,820","38,069","3,980",교보증권,"소프트웨어 자문, 개발 및 공급업",2011.09.06~09.07,"7,000~8,000","8,000","12,000",2011.09.06,"7,000~8,000","8,000","12,000",,-,2011.09.15~09.16,"7,000~8,000",867.62:1,,2011/09/27,-,%,%,"8,110",1.38%,"7,070",
2011/04/19,시큐브,상장,"2,645","13,075","3,083",SK증권,"기타 소프트웨어 자문, 개발 및 공",2011.12.05~12.06,"4,200~4,900","4,900","3,821",2011.12.05,"4,200~4,900","4,900","3,821",,-,2011.12.12~12.13,"4,200~4,900",6.48:1,,2011/12/21,-,%,%,"4,410",-10%,"5,070",
2011/04/18,화진,상장,"4,519","41,622","4,968",HMC투자증권,자동차 차체용 부품 제조업,2011.07.20~07.21,"3,700~4,300","4,300","10,587",2011.07.20,"3,700~4,300","4,300","10,587",,-,2011.07.28~07.29,"3,700~4,300",1166.02:1,,2011/08/10,-,%,%,"6,330",47.21%,"5,390",
2011/04/18,테크윙,상장,"2,487","74,513","13,984",한국투자증권,반도체 및 기타 전자부품제조,2011.10.25~10.26,"18,000~20,000","23,000","11,700",2011.10.25,"18,000~20,000","23,000","11,700",,-,2011.11.01~11.02,"18,000~20,000",801.89:1,,2011/11/10,-,%,%,"30,000",30.43%,"25,500",
2011/04/15,삼원강재(유가),상장,"15,000","283,318","15,860",대우증권,열간 압연 및 압출 제품 제조업,2011.07.04~07.05,"3,700~4,200","4,000","40,000",2011.07.04,"3,700~4,200","4,000","40,000",,-,2011.07.11~07.12,"3,700~4,200",707.07:1,,2011/07/22,-,%,%,"8,000",100%,"9,200",
2011/04/14,제이씨케미칼,상장,"5,500","91,186","9,782",삼성증권,석유화학계 기초화학물질 제조업,2011.07.20~07.21,"6,000~7,200","7,200","20,040",2011.07.20,"6,000~7,200","7,200","20,040",,-,2011.07.28~07.29,"6,000~7,200",545.66:1,,2011/08/08,-,%,%,"10,300",43.06%,"8,800",
2011/04/14,넥스트리밍,상장,"2,965","12,486","4,715",신한금융투자,"기타 소프트웨어 자문, 개발 및 공",2011.11.16~11.17,"5,000~6,000","6,000","3,975",2011.11.16,"5,000~6,000","6,000","3,975",,-,2011.11.22~11.23,"5,000~6,000",306.71:1,,2011/12/02,-,%,%,"5,400",-10%,"6,210",
2011/04/14,와이지엔터테인먼트,상장,"2,030","44,772","9,768",대우증권,오디오물 출판 및 원판 녹음업,2011.11.07~11.08,"22,100~28,800","34,000","27,548",2011.11.07,"22,100~28,800","34,000","27,548",,-,2011.11.14~11.15,"22,100~28,800",560:1,,2011/11/23,-,%,%,"68,000",100%,"78,200",
2011/04/11,넥솔론(유가),상장,"29,388","451,337","35,541",우리투자증권,"다이오드, 트랜지스터 및 유사 반",2011.09.28~09.29,"6,700~8,000","4,000","85,490",2011.09.28,"6,700~8,000","4,000","85,490",,-,2011.10.05~10.06,"6,700~8,000",68.7:1,,2011/10/14,-,%,%,"6,000",50%,"5,200",
2011/04/07,신진에스엠,상장,"1,800","37,817","6,177",한화증권,금속 절삭기계 제조업,2011.11.10~11.11,"12,500~15,000","15,000","13,500",2011.11.10,"12,500~15,000","15,000","13,500",,-,2011.11.17~11.18,"12,500~15,000",443.77:1,,2011/11/28,-,%,%,"15,000",0%,"13,300",
2011/04/06,제닉,상장,"1,474","81,891","8,908",교보증권,"의약품, 의료용 기구 및 화장품 소",2011.07.18~07.19,"19,000~22,000","22,000","17,100",2011.07.18,"19,000~22,000","22,000","17,100",,-,2011.07.25~07.26,"19,000~22,000",330.49:1,,2011/08/03,-,%,%,"35,600",61.82%,"40,900",
2011/03/31,한국항공우주산업(유가),상장,"429,860","1,266,710","78,841","우리투자증권,현대증권",항공기용 부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2011/03/30,경봉,상장,"1,882","49,992","4,359",동양증권,"컴퓨터 프로그래밍, 시스템 통합",2011.07.11~07.12,"6,000~7,100","7,100","9,478",2011.07.11,"6,000~7,100","7,100","9,478",,-,2011.07.19~07.20,"6,000~7,100",965.5:1,,2011/07/29,-,%,%,"10,900",53.52%,"9,300",
2011/03/30,상아프론테크,상장,"4,894","97,190","5,016",한국투자증권,전자관 제조업,2011.07.06~07.07,"6,300~6,900","6,000","15,000",2011.07.06,"6,300~6,900","6,000","15,000",,-,2011.07.13~07.14,"6,300~6,900",670.85:1,,2011/07/21,-,%,%,"7,680",28%,"6,700",
2011/03/30,신세계인터내셔날(유가),상장,"25,700","583,188","38,120",한국투자증권,셔츠 및 외의 도매업,2011.06.23~06.24,"50,000~65,000","65,000","130,000",2011.06.23,"50,000~65,000","65,000","130,000",,-,2011.06.30~07.01,"50,000~65,000",290.07:1,,2011/07/14,-,%,%,"103,000",58.46%,"118,000",
2011/03/25,신흥기계,상장,"2,700","60,532","4,811",한국투자증권,일반 목적용 기계 제조업,2011.10.20~10.21,"7,000~7,700","8,500","13,396",2011.10.20,"7,000~7,700","8,500","13,396",,-,2011.10.27~10.28,"7,000~7,700",1014.97:1,,2011/11/08,-,%,%,"16,000",88.24%,"17,100",
2011/03/25,옵티시스,상장,"2,468","16,191","3,415",키움증권,유선 통신장비 제조업,2011.06.29~06.30,"6,700~7,600","7,600","5,320",2011.06.29,"6,700~7,600","7,600","5,320",,-,2011.07.04~07.05,"6,700~7,600",907.98:1,,2011/07/12,-,%,%,"11,000",44.74%,"12,100",
2011/03/18,빛샘전자,상장,"2,110","29,170","4,147",미래에셋증권,"다이오드, 트랜지스터 및 유사반도",2012.03.07~03.08,"4,000~4,400","4,400","3,432",2012.03.07,"4,000~4,400","4,400","3,432",,-,2012.03.12~03.13,"4,000~4,400",1000.47:1,,2012/03/21,-,%,%,"8,800",100%,"10,100",
2011/03/17,나이벡,상장,996,"5,270",141,대신증권,의료용품 및 기타 의약관련제품 제,2011.06.29~06.30,"8,400~10,200","10,000","7,340",2011.06.29,"8,400~10,200","10,000","7,340",,-,2011.07.05~07.06,"8,400~10,200",481.43:1,,2011/07/13,-,%,%,"15,000",50%,"12,750",
2011/03/17,씨엔플러스,상장,"1,675","41,519","4,681",한국투자증권,"전동기, 발전기 및 전기 변환 ·",2011.10.17~10.18,"10,000~11,300","11,500","9,200",2011.10.17,"10,000~11,300","11,500","9,200",,-,2011.10.24~10.25,"10,000~11,300",1221.89:1,,2011/11/02,-,%,%,"15,200",32.17%,"14,100",
2011/03/11,대양전기공업,상장,"3,322","87,417","9,950",삼성증권,선박 및 보트 건조업,2011.06.17~06.20,"8,200~10,000","9,000","25,650",2011.06.17,"8,200~10,000","9,000","25,650",,-,2011.06.28~06.29,"8,200~10,000",18.3:1,,2011/07/08,-,%,%,"11,200",24.44%,"9,550",
2011/03/10,탑금속,상장,"5,000","86,466","8,168",현대증권,주형 및 금형 제조업,2011.06.07~06.08,"5,800~6,500","6,500","21,450",2011.06.07,"5,800~6,500","6,500","21,450",,-,2011.06.15~06.16,"5,800~6,500",531:1,,2011/06/24,-,%,%,"8,120",24.92%,"8,750",
2011/03/10,코오롱플라스틱(유가),상장,"20,300","166,087","9,024",대우증권,합성수지 및 기타 플라스틱물질 제,2011.05.25~05.26,"3,800~4,300","4,300","33,060",2011.05.25,"3,800~4,300","4,300","33,060",,-,2011.06.02~06.03,"3,800~4,300",579:1,,2011/06/15,-,%,%,"6,900",60.47%,"7,150",
2011/03/07,아이테스트,상장,"18,165","95,583","13,925",미래에셋증권,전자집적회로 제조업(반도체 테스,2011.10.24~10.25,"2,000~2,400","2,400","20,000",2011.10.24,"2,000~2,400","2,400","20,000",,-,2011.11.02~11.03,"2,000~2,400",446.2:1,,2011/11/11,-,%,%,"2,690",12.08%,-,
2011/03/04,아이씨디,상장,"2,805","35,471","2,830",동양증권,기타 특수목적용 기계 제조업,2011.07.18~07.19,"23,000~27,000","34,000","52,700",2011.07.18,"23,000~27,000","34,000","52,700",,-,2011.07.26~07.27,"23,000~27,000",512.93:1,,2011/08/05,-,%,%,"62,800",84.71%,"72,200",
2011/03/03,엠케이트렌드(유가),상장,"2,800","211,353","13,107",우리투자증권,봉제의복 제조업,2011.06.01~06.02,"9,000~11,000","11,000","21,600",2011.06.01,"9,000~11,000","11,000","21,600",,-,2011.06.08~06.09,"9,000~11,000",352:1,,2011/06/21,-,%,%,"15,500",40.91%,"13,200",
2011/02/28,넥스트아이,상장,"2,405","17,370","7,027",한국투자증권,산업처리공정 제어장비 제조업,2011.05.25~05.26,"9,700~10,800","10,000","9,700",2011.05.25,"9,700~10,800","10,000","9,700",,-,2011.06.01~06.02,"9,700~10,800",4.59:1,,2011/06/14,-,%,%,"9,000",-10%,"7,740",
2011/02/28,쓰리피시스템,상장,"2,545","23,089","2,502",부국증권,특수 목적용 기계 제조업,2011.06.02~06.03,"4,500~6,000","5,800","7,691",2011.06.02,"4,500~6,000","5,800","7,691",,-,2011.06.09~06.10,"4,500~6,000",0.45:1,,2011/06/17,-,%,%,"5,800",0%,"4,930",
2011/02/25,리켐,상장,"2,104","42,007","5,142",SK증권,기초화학물질 제조업,2011.05.25~05.26,"11,000~14,000","14,000",-,2011.05.25,"11,000~14,000","14,000",-,,-,2011.06.02~06.03,"11,000~14,000",444:1,,2011/06/14,-,%,%,"18,200",30%,"20,900",
2011/02/25,씨유메디칼시스템,상장,"2,317","17,350","4,977",현대증권,의료용 기기 제조업,2011.11.29~11.30,"10,000~11,500","12,000","8,000",2011.11.29,"10,000~11,500","12,000","8,000",,-,2011.12.06~12.07,"10,000~11,500",568.84:1,,2011/12/15,-,%,%,"16,000",33.33%,"18,400",
2011/02/25,엘티에스,상장,"1,546","50,320","8,153",우리투자증권,전자응용 공작기계 제조업,2011.05.19~05.20,"32,500~34,500","34,000","24,598",2011.05.19,"32,500~34,500","34,000","24,598",,-,2011.05.25~05.26,"32,500~34,500",6.78:1,,2011/06/02,-,%,%,"30,600",-10%,"30,200",
2011/02/18,하이마트(유가),상장,"7,414","3,046,678","106,536",대우증권,가전제품 소매업,2011.06.15~06.16,"59,000~67,700","59,000","419,747",2011.06.15,"59,000~67,700","59,000","419,747",,-,2011.06.21~06.22,"59,000~67,700",2.6:1,,2011/06/29,-,%,%,"53,100",-10%,"57,000",
2011/02/14,케이엠에이치,상장,"4,440","27,858","7,346",IBK투자증권,위성 및 기타 방송업,2011.05.11~05.12,"9,500~11,500","9,500",-,2011.05.11,"9,500~11,500","9,500",-,,-,2011.05.16~05.17,"9,500~11,500",14.08:1,,2011/05/25,-,%,%,"8,550",-10%,"7,270",
2011/02/14,티케이케미칼,상장,"40,000","882,043","46,023",우리투자증권,방직용 섬유 및 사 도매업,2011.04.07~04.08,"4,500~5,000","5,000","198,000",2011.04.07,"4,500~5,000","5,000","198,000",,-,2011.04.14~04.15,"4,500~5,000",1.94:1,,2011/04/26,-,%,%,"4,850",-3%,"5,570",
2011/01/31,하림,상장,0,"508,607","62,367",대우증권,"도축, 육류 가공 및 저장 처리업",,,,,,,,,,,,,,,,,,,,,,
2011/01/11,윈스테크넷,상장,"3,452","33,919","5,612",NH투자증권,소프트웨어 개발 및 판매,,,,,,,,,,,,,,,,,,,,,,
2010/11/05,세아특수강(유가),상장,"34,240","369,196","3,609",하나대투증권,제 1차 철강산업,2011.05.12~05.13,"24,000~28,000","28,000","61,987",2011.05.12,"24,000~28,000","28,000","61,987",,-,2011.05.23~05.24,"24,000~28,000",363.9:1,,2011/06/01,-,%,%,"32,500",16.07%,"37,350",
2010/11/02,나노신소재,상장,"2,582","19,977","4,649",한국투자증권,기초 화합물 제조업,2011.01.18~01.19,"14,500~16,500","17,000","25,795",2011.01.18,"14,500~16,500","17,000","25,795",,-,2011.01.26~01.27,"14,500~16,500",673.1:1,,2011/02/09,-,%,%,"17,550",3.24%,"14,950",
2010/11/01,현대위아(유가),상장,"108,651","3,118,200","77,200","미래에셋증권,신한금융투자",기타 자동차부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2010/10/29,이퓨쳐,상장,"1,367","10,708","2,215",삼성증권,"서적, 잡지 및 기타 인쇄물 출판업",2011.04.11~04.12,"5,200~6,400","6,400","5,760",2011.04.11,"5,200~6,400","6,400","5,760",,-,2011.04.18~04.19,"5,200~6,400",573.64:1,,2011/04/27,-,%,%,"12,800",100%,"10,900",
2010/10/28,부스타,상장,"3,060","56,728","4,205",HMC투자증권,"구조용 금속제품, 탱크 및 증기발",2011.01.26~01.27,"3,500~4,200","4,200","8,568",2011.01.26,"3,500~4,200","4,200","8,568",,-,2011.02.14~02.15,"3,500~4,200",440.26:1,,2011/02/23,-,%,%,"3,780",-10%,"4,345",
2010/10/26,일진머티리얼즈(유가),상장,"14,566","203,289","13,292",미래에셋증권,기타 비금속 광물제품 제조업,2011.02.16~02.17,"14,100~15,800","15,800",-,2011.02.16,"14,100~15,800","15,800",-,,-,2011.02.23~02.24,"14,100~15,800",2.917:1,,2011/03/04,-,%,%,"15,300",-3.16%,"14,100",
2010/10/26,한국종합기술(유가),상장,"4,951","194,528","9,552","메리츠종금,우리투자증권","건축기술, 엔지니어링 및 관련기술",,,,,,,,,,,,,,,,,,,,,,
2010/10/21,딜리,상장,"2,200","23,058","4,753",현대증권,컴퓨터 및 주변장치 제조업,2011.01.12~01.13,"7,000~8,000","8,000","10,290",2011.01.12,"7,000~8,000","8,000","10,290",,-,2011.01.19~01.20,"7,000~8,000",237.85,,2011/01/31,-,%,%,"7,600",-5%,"8,740",
2010/10/20,KB스팩,상장,0,0,0,케이비투자증권,기타 사업지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2010/10/15,중국고섬공고유한공사(유가),상장,0,"338,641","76,445",대우증권,지주회사 및 경영컨설팅 서비스업,,,,,,,,,,,,,,,,,,,,,,
2010/10/15,KT스카이라이프(유가),상장,"98,917","397,400","24,800","대우증권,NH투자증권",위성 방송업,,,,,,,,,,,,,,,,,,,,,,
2010/10/15,다나와,상장,"2,550","17,075","5,517",한국투자증권,소프트웨어 개발 및 공급업,2011.01.06~01.07,"12,000~14,000","14,000","20,141",2011.01.06,"12,000~14,000","14,000","20,141",,-,2011.01.13~01.14,"12,000~14,000",672.02:1,,2011/01/24,-,%,%,"25,800",84.29%,"21,950",
2010/10/14,티피씨,상장,"2,500","33,170","3,588",신영증권,자동차부품 제조업,2011.01.17~01.18,"4,500~5,200","5,200","5,850",2011.01.17,"4,500~5,200","5,200","5,850",,-,2011.01.24~01.25,"4,500~5,200",1413.24:1,,2011/02/08,-,%,%,"7,000",34.62%,"5,950",
2010/10/06,IBKS스마트스팩,상장,0,0,0,IBK투자증권,기타금융업,2010.12.07~12.08,"1,000~1,000","1,000","20,000",2010.12.07,"1,000~1,000","1,000","20,000",,-,2010.12.13~12.14,"1,000~1,000",4.84:1,,2010/12/22,-,%,%,990,-1%,998,
2010/10/01,블루콤,상장,"3,800","78,762","9,494",우리투자증권,컴퓨터 및 그 주변기기 제조업,2011.01.11~01.12,"9,000~12,000","12,000","24,300",2011.01.11,"9,000~12,000","12,000","24,300",,-,2011.01.17~01.18,"9,000~12,000",645.86:1,,2011/01/26,-,%,%,"18,850",57.08%,"16,050",
2010/10/01,엘비세미콘,상장,"11,857","57,299","12,418",한국투자증권,"다이오드, 트랜지스터 및 유사 반",2011.01.12~01.13,"4,000~4,500","4,700","32,000",2011.01.12,"4,000~4,500","4,700","32,000",,-,2011.01.19~01.20,"4,000~4,500",304:1,,2011/01/31,-,%,%,"4,650",-1.06%,"4,550",
2010/09/30,케이아이엔엑스,상장,"2,040","14,995","2,243",하나대투증권,부가 통신업,2011.01.17~01.18,"6,900~7,500","8,000","4,968",2011.01.17,"6,900~7,500","8,000","4,968",,-,2011.01.24~01.25,"6,900~7,500",588.1:1,,2011/02/08,-,%,%,"8,000",0%,"6,950",
2010/09/30,골프존,상장,"5,065","133,098","53,666",한국투자증권,영상게임기 제조업,2011.05.02~05.03,"65,000~79,000","85,000","170,000",2011.05.02,"65,000~79,000","85,000","170,000",,-,2011.05.11~05.12,"65,000~79,000",209.64:1,,2011/05/20,-,%,%,"94,400",11.06%,"85,500",
2010/09/29,두산엔진(유가),상장,"62,500","1,772,597","-249,695","대우증권,동양증권",내연기관 제조업,,,,,,,,,,,,,,,,,,,,,,
2010/09/20,완리인터네셔널홀딩스,상장,0,"104,939","20,914",삼성증권,"회사본부, 지주회사 및 경영컨설팅",,,,,,,,,,,,,,,,,,,,,,
2010/09/17,오미디어홀딩스,상장,"24,791",0,0,우리투자증권,"회사본부, 지주회사 및 경영컨설팅",,,,,,,,,,,,,,,,,,,,,,
2010/09/16,인트론바이오테크놀로지,상장,"4,331","7,833","1,205",신한금융투자,그외 기타 분류안된 화학제품 제조,2011.01.10~01.11,"4,800~6,100","6,100","3,050",2011.01.10,"4,800~6,100","6,100","3,050",,-,2011.01.17~01.18,"4,800~6,100",943.9:1,,2011/01/26,-,%,%,"12,200",100%,"10,400",
2010/09/16,제이엔케이히터,상장,"1,442","84,201","9,787",우리투자증권,토목 건설업,2011.01.13~01.14,"10,500~13,600","13,600","27,200",2011.01.13,"10,500~13,600","13,600","27,200",,-,2011.01.20~01.21,"10,500~13,600",621:1,,2011/01/31,-,%,%,"12,250",-9.93%,"14,050",
2010/09/16,한전산업개발(유가),상장,"16,300","238,434","6,140",신한금융투자,전기공급 및 전기제어장치 제조업,2010.12.01~12.02,"4,500~5,500","5,500","58,680",2010.12.01,"4,500~5,500","5,500","58,680",,-,2010.12.08~12.09,"4,500~5,500",127.26:1,,2010/12/16,-,%,%,"5,490",-0.18%,"5,060",
2010/09/16,액트,상장,"6,000","65,140","2,213",한국투자증권,인쇄 및 인쇄관련 산업,2010.12.07~12.08,"2,400~2,700","2,700","10,800",2010.12.07,"2,400~2,700","2,700","10,800",,-,2010.12.15~12.16,"2,400~2,700",12.93:1,,2010/12/27,-,%,%,"2,430",-10%,"2,790",
2010/09/15,티에스이,상장,"1,421","60,302","4,133",한국투자증권,반도체 및 기타 전자부품 제조업,2010.12.16~12.17,"45,000~52,000","45,000","36,549",2010.12.16,"45,000~52,000","45,000","36,549",,-,2010.12.23~12.24,"45,000~52,000",47.90:1,,2011/01/05,-,%,%,"66,600",48%,"76,500",
2010/09/15,동부티에스블랙펄스팩,상장,105,0,0,동부증권,기타금융업,2010.11.23~11.24,"2,000~2,000","2,000","22,500",2010.11.23,"2,000~2,000","2,000","22,500",,-,2010.11.29~11.30,"2,000~2,000",138.8:1,,2010/12/08,-,%,%,"1,970",-1.5%,"1,970",
2010/09/10,인텍플러스,상장,"4,124","16,052","2,605",한국투자증권,"기타 측정, 시험, 항해 및 정밀기",2010.12.15~12.16,"6,000~7,000","7,000","7,000",2010.12.15,"6,000~7,000","7,000","7,000",,-,2010.12.21~12.22,"6,000~7,000",57.87:1,,2011/01/05,-,%,%,"14,000",100%,"16,100",
2010/09/07,하이제1호스팩,상장,250,0,0,하이투자증권,기타 금융업,2010.11.18~11.19,"4,000~4,000","4,000","27,000",2010.11.18,"4,000~4,000","4,000","27,000",,-,2010.11.23~11.24,"4,000~4,000",247.66:1,,2010/12/03,-,%,%,"4,060",1.5%,"4,010",
2010/08/27,세우테크,상장,"1,750","23,364","3,100",신한금융투자,기타 주변기기 제조업,2010.11.15~11.16,"5,500~6,500","5,500","8,250",2010.11.15,"5,500~6,500","5,500","8,250",,-,2010.11.22~11.23,"5,500~6,500",32.25:1,,2010/12/01,-,%,%,"6,500",18.18%,"7,470",
2010/07/21,케이티롤,상장,"1,500","26,080","3,883",대신증권,특수 목적용 기계 제조업,2010.11.09~11.10,"6,000~6,800","6,800","6,328",2010.11.09,"6,000~6,800","6,800","6,328",,-,2010.11.17~11.18,"6,000~6,800",42.82:1,,2010/11/26,-,%,%,"8,210",20.74%,"9,440",
2010/07/16,코프라,상장,"1,620","46,989","2,881",미래에셋증권,기타 화학제품 제조업,2010.10.26~10.27,"5,500~6,500","7,000","12,320",2010.10.26,"5,500~6,500","7,000","12,320",,-,2010.11.04~11.05,"5,500~6,500",1464:1,,2010/11/12,-,%,%,"14,000",100%,"11,950",
2010/07/13,한국전자인증,상장,"10,000","11,966","2,359",한국투자증권,"기타 소프트웨어 자문, 개발 및 공",2010.11.02~11.03,"1,300~1,500","1,600","1,820",2010.11.02,"1,300~1,500","1,600","1,820",,-,2010.11.10~11.11,"1,300~1,500",303.38:1,,2010/11/19,-,%,%,"1,800",12.5%,"2,070",
2010/07/09,케이티스(구.한국인포서비스)(유가),상장,"15,248","183,139","14,253",우리투자증권,그외 기타 분류안된 사업지원 서비,2010.12.01~12.02,"2,500~3,100","2,700","13,454",2010.12.01,"2,500~3,100","2,700","13,454",,-,2010.12.08~12.09,"2,500~3,100",64.8:1,,2010/12/17,-,%,%,"2,920",8.15%,"2,635",
2010/06/30,코라오홀딩스(유가),상장,0,"95,366","13,725",IBK투자증권,경영컨설팅 서비스업,2010.11.10~11.11,"3,800~4,800","4,800","56,317",2010.11.10,"3,800~4,800","4,800","56,317",,-,2010.11.18~11.19,"3,800~4,800",395:1,,2010/11/30,-,%,%,"7,300",52.08%,"6,210",
2010/06/18,아나패스,상장,"1,433","55,321","17,193",대우증권,반도체 및 기타 전자부품 제조업,2010.10.18~10.19,"47,000~52,000","52,000","22,090",2010.10.18,"47,000~52,000","52,000","22,090",,-,2010.10.25~10.26,"47,000~52,000",376.3:1,,2010/11/05,-,%,%,"54,400",4.62%,"62,500",
2010/06/11,대구방송,상장,"45,000","31,686","5,235",부국증권,텔레비전 방송업,2010.11.11~11.12,"7,500~9,500","7,500","7,500",2010.11.11,"7,500~9,500","7,500","7,500",,-,2010.11.18~11.19,"7,500~9,500",4.3:1,,2010/11/29,-,%,%,"7,100",-5.33%,"8,160",
2010/06/11,디케이락,상장,"2,141","30,521","4,563",신한금융투자,기타 금속가공제품 제조업,2010.10.25~10.26,"7,000~8,000","7,500","14,000",2010.10.25,"7,000~8,000","7,500","14,000",,-,2010.11.01~11.02,"7,000~8,000",169.58:1,,2010/11/12,-,%,%,"7,480",-0.27%,"6,460",
2010/06/11,아이씨코리아,상장,"4,937","31,498","2,424",한화증권,전자카드 제조업,2010.09.30~10.01,"2,400~3,000","2,800","3,600",2010.09.30,"2,400~3,000","2,800","3,600",,-,2010.10.07~10.08,"2,400~3,000",1105.27:1,,2010/10/19,-,%,%,"4,500",60.71%,"4,740",
2010/06/11,에이치엠씨아이비스팩1호,상장,0,0,0,에이치엠씨투자증권,금융지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2010/06/09,케이티씨에스(구.한국인포데이타)(유가),상장,"20,266","245,155","12,314",한국투자증권,데이터베이스 및 온라인 정보제공,,,,,,,,,,,,,,,,,,,,,,
2010/06/04,대구도시가스(유가),상장,"20,000","234,690","9,546",신한금융투자,가스제조 및 배관 공급업,2010.12.08~12.09,"4,400~5,400","5,400","33,000",2010.12.08,"4,400~5,400","5,400","33,000",,-,2010.12.15~12.16,"4,400~5,400",356.78:1,,2010/12/24,-,%,%,"5,560",2.96%,"6,390",
2010/06/03,현대HCN(유가),상장,"14,315","206,567","4,681",현대증권,유선방송업,2010.12.08~12.09,"3,800~4,500","3,800","83,600",2010.12.08,"3,800~4,500","3,800","83,600",,-,2010.12.14~12.15,"3,800~4,500",21.1:1,,2010/12/23,-,%,%,"3,420",-10%,"3,600",
2010/06/03,누리플랜,상장,"1,050","3,508","3,508",HMC투자증권,기타 제품 제조업,2010.10.05~10.06,"4,600~5,500","5,500","6,050",2010.10.05,"4,600~5,500","5,500","6,050",,-,2010.10.13~10.14,"4,600~5,500",843.62:1,,2010/10/26,-,%,%,"8,400",52.73%,"7,800",
2010/05/31,이트레이드1호스팩,상장,0,0,0,이트레이드증권,기타금융업,2010.08.25~08.26,"2,000~-","2,000","19,000",2010.08.25,"2,000~-","2,000","19,000",,-,2010.08.31~09.01,"2,000",0.31:1,,2010/09/10,-,%,%,"2,005",0.25%,"1,995",
2010/05/27,대정화금,상장,"1,000","37,172","4,928",HMC투자증권,기초 화학물질 제조업,2010.12.01~12.02,"8,100~9,200","9,200","18,630",2010.12.01,"8,100~9,200","9,200","18,630",,8.69%,2010.12.08~12.09,"8,100~9,200",697.93:1,,2010/12/20,-,%,%,"13,100",42.39%,"13,800",
2010/05/19,현대홈쇼핑(유가),상장,"45,000","515,693","95,459","우리투자,현대증권,HMC,하이투자",기타 통신 판매업,,,,,,,,,,,,,,,,,,,,,,
2010/05/14,와이솔,상장,"4,600","34,050","6,230",한화증권,반도체 및 기타 전자부품 제조업,2010.08.26~08.27,"7,000~9,000","8,000","8,000",2010.08.26,"7,000~9,000","8,000","8,000",,-,2010.09.01~09.02,"7,000~9,000",12.75:1,,2010/09/10,-,%,%,"7,200",-10%,"8,280",
2010/05/13,키움제1호스팩,상장,0,0,0,키움증권,기타금융업,2010.09.09~09.10,"2,000~2,000","2,000","20,000",2010.09.09,"2,000~2,000","2,000","20,000",,-,2010.09.14~09.15,"2,000~2,000",0.13:1,,2010/10/05,-,%,%,"2,100",5%,"1,985",
2010/05/12,에스비아이앤솔로몬드림스팩,상장,0,0,0,솔로몬투자증권,기타금융업,,,,,,,,,,,,,,,,,,,,,,
2010/05/11,케이엔엔,상장,"59,564","45,750","6,767",미래에셋증권,텔레비전 방송업,2010.10.19~10.19,"8,000~10,000","9,000","11,970",2010.10.19,"8,000~10,000","9,000","11,970",,-,2010.10.25~10.26,"8,000~10,000",170.13:1,,2010/11/03,-,%,%,"8,800",-2.22%,"8,270",
2010/05/10,부국퓨쳐스타즈스팩,상장,0,0,0,부국증권,기타금융업,2010.10.14~10.15,"2,000~2,000","2,000","11,800",2010.10.14,"2,000~2,000","2,000","11,800",,-,2010.10.19~10.20,"2,000~2,000",321:1,,2010/10/29,-,%,%,"2,300",15%,"2,305",
2010/05/06,도화종합기술공사(유가),상장,"7,430","308,708","28,779",우리투자증권,건축기술 및 엔지니어링 서비스업,2010.07.27~07.28,"20,000~23,000","22,000","40,000",2010.07.27,"20,000~23,000","22,000","40,000",,-,2010.08.03~08.04,"20,000~23,000",24.96:1,,2010/08/12,-,%,%,"19,800",-10%,"16,900",
2010/04/30,신영증권스팩1호,상장,0,0,0,신영증권,금융지원 서비스업,2010.06.16~06.17,"1,000~-","1,000","19,700",2010.06.16,"1,000~-","1,000","19,700",,-,2010.06.22~06.23,"1,000",6.99:1,,2010/07/02,-,%,%,"1,065",6.5%,"1,005",
